page_latest_low,page_latest_high,page_len_low,page_len_high,num_rows
3260859,5370678,1127782,1241120,0,
60408,4063892,663979,1152836,0,
279265,506954,94092,1490589,3,
5406654,6141936,1357785,1524056,0,
149669,856016,113188,142892,0,
211040,2438467,257878,965111,3,
1158078,5919540,270552,816880,14,
195225,3258263,240385,766893,5,
5745034,5988765,878058,1539458,0,
59489,632391,992660,1221525,0,
1614674,3644798,646967,1481146,0,
2400526,2984918,463479,1238478,1,
4044946,4094593,149503,309384,0,
5864764,6049290,590673,1338736,0,
5045934,5483488,64220,1085388,64,
5621316,6064478,31008,363841,279,
1237476,6038499,84864,148099,232,
4159575,6111910,838542,1223990,1,
3786598,5828208,293246,499532,6,
3149571,6162023,228695,565427,20,
1143076,2545873,1074283,1257730,0,
877615,3497806,52002,1109814,177,
3024814,4978171,120686,502134,32,
1683288,5282785,811856,1030959,0,
4576016,5028197,406113,1118926,1,
1000758,6336876,212327,286934,17,
3278968,5200932,534790,1173146,1,
1791074,2417647,558264,616154,0,
790356,2458771,368755,417273,0,
4108994,5273915,180443,1096210,13,
1428913,6306192,402401,584419,6,
110128,5953181,68365,423622,397,
4594796,5975325,415557,692100,4,
451709,5115924,387769,716896,4,
1449483,1930697,191163,1103505,0,
3788327,6030580,617943,1095839,2,
974840,5543605,22778,584070,1351,
735453,4856521,792803,1184878,0,
1278919,5319846,834950,1405232,0,
3804483,4002819,431500,1004171,0,
70282,4727485,305449,486523,3,
86557,484880,586139,1164935,0,
4525113,5330631,452027,638270,0,
1857144,3863085,521089,822954,1,
336108,6203848,1442248,1548887,0,
880823,1770388,148377,339143,1,
190881,1936674,964249,1194359,0,
1779815,4803812,186954,943854,7,
2267564,5778786,388907,966810,6,
2016210,3106300,777625,1098103,0,
2604906,3204254,371289,679933,0,
591302,2345399,206286,872742,2,
464212,5360742,288322,643130,4,
1392892,4328244,415462,1041661,1,
2495460,5120592,504092,842907,2,
489971,6253382,290455,672254,14,
894202,5884894,466591,1274518,7,
1405866,1561052,283363,841422,0,
448290,1972398,124885,599574,5,
2034286,5772506,217244,311079,17,
1024136,6285956,81711,370800,371,
2383274,6152896,837097,1195431,1,
2853337,3688721,680921,755178,0,
183385,4464621,51140,1221263,237,
1281121,5165693,35879,779889,577,
1083285,1454791,241304,302279,0,
2113810,3398469,440703,489015,0,
2266076,2925037,163107,618684,2,
4791733,6163769,1269024,1348791,0,
3765690,3955767,171089,774992,0,
251934,5429099,88297,879331,188,
570660,671929,591043,1054485,0,
4500724,5394329,125779,1482309,30,
930950,2397853,207767,608464,2,
1666962,2111084,722540,1336076,0,
5588482,5792390,126605,1365826,19,
1611405,2475040,222471,1332018,0,
3942399,5912966,580682,658867,0,
249700,3023968,1070970,1399048,0,
818594,2405284,940159,1155730,0,
3535021,5361574,633621,1278028,1,
1976395,4961532,90438,1094585,132,
4680791,4947363,253565,1397950,2,
4429442,5525806,5446,1565187,4085,
1800440,2606054,875657,1330918,0,
2462675,6222905,308321,1253641,9,
1989529,6258112,447468,788553,6,
4026718,4778469,305049,481781,2,
3774445,3810435,468584,1475760,0,
2651275,2697476,146259,367346,0,
1136507,2981941,393050,1059514,1,
4175949,4873493,517589,1476616,1,
3796442,5238123,1291683,1379071,0,
321535,1731026,495263,1001206,0,
1182512,1615484,530110,854620,0,
2469066,4878236,245502,954632,5,
988402,3808455,699447,1399343,0,
2474845,3114517,478298,1405641,1,
1324805,1927709,561882,1291565,0,
149708,735382,167605,1290168,3,
2775839,5398137,1019806,1448973,0,
2531349,6334619,628512,813470,1,
191304,6362880,923756,1327289,0,
2366161,2975859,695420,1096569,0,
4610111,6126326,708844,1045025,1,
116060,5147342,231394,1038145,13,
3232073,3846472,666181,1363379,0,
2512771,5639970,77636,1487173,203,
1157688,4355887,595620,1142540,0,
1802433,4242922,480992,571690,1,
121754,5475429,1131244,1536932,0,
5636321,6179765,625395,761966,0,
2517938,4963712,827410,920159,0,
1857828,5687662,287710,1465608,10,
3476502,4200877,229186,611935,0,
2408722,4274587,248758,536877,0,
2372937,3531370,11516,1099033,387,
1074678,4603825,164416,1131099,11,
627574,1907581,63744,328318,32,
3869804,5580104,72383,1289613,162,
114708,634630,1255834,1498154,0,
404606,3297372,264144,512068,2,
3126776,6014120,1233539,1517779,0,
772452,969424,500132,599967,0,
2313382,6254191,1118425,1395737,0,
2418246,3788175,100083,1421113,28,
2151243,4355886,488375,835328,1,
1259283,2020782,1292374,1450398,0,
2592799,5986511,98020,561492,187,
1080760,3119944,401636,1282240,1,
712151,5087851,268553,1538529,5,
285363,4960053,125306,1081513,40,
2199449,3387799,310491,614599,1,
285771,686801,785736,1443965,0,
511047,1948165,1168945,1248348,0,
1145421,3454255,1333752,1481295,0,
535697,4402726,21139,279131,705,
4511954,5544754,1084914,1516060,0,
472482,5145278,722387,1256766,0,
646885,1270308,253291,385300,2,
298845,2105603,87493,775106,18,
2625731,2755857,495710,503117,0,
3948602,5620770,736393,1024511,0,
1842034,5860811,135174,174505,32,
3561137,3590965,794711,1009898,0,
4996238,5490092,496589,1425641,0,
1328750,3675361,7612,1381088,1285,
400216,4385496,578245,1121767,0,
2172405,2492325,1058807,1338608,0,
250890,4078331,122422,717740,20,
3397494,3554039,108635,1149738,3,
1870969,5659752,572435,1268223,1,
5400182,5632375,181635,925613,7,
592624,667681,195047,1035862,0,
4023022,5609592,366748,1461492,3,
2444936,4758685,58866,1208908,168,
3567325,3948258,558870,930332,0,
1384319,5369773,996877,1066317,0,
4112489,4201529,359377,1475876,0,
51387,4161032,945076,1379069,0,
1636151,4296136,39645,1174897,244,
2549241,6116767,95939,479790,208,
2283649,4089858,179546,1151642,2,
2791841,4007878,322773,1277002,0,
864085,3550734,919848,1038298,0,
5921165,6162747,705474,1332625,0,
890101,2933880,228426,644577,3,
504210,6403494,217307,482518,29,
2010026,5187360,499397,1337894,2,
829144,1361836,677782,1469633,0,
3941641,5682582,1177241,1475556,0,
191470,6300411,1125265,1348252,0,
1898961,2707881,418870,1282943,1,
4870407,6374781,75084,754599,308,
1534668,5069597,1152341,1304564,0,
3577473,5802844,1016925,1030073,0,
962038,4065096,309906,1522020,2,
2494541,3005644,505739,1328554,1,
330732,2724541,936599,1134938,0,
288478,1490597,558368,745800,0,
1975286,4977386,1238690,1557485,0,
2457373,5297815,529657,1319420,2,
719631,1799056,140821,1175108,2,
2539703,2676458,1065038,1284653,0,
159437,5872589,630978,742956,1,
3783134,5249999,95750,965147,72,
569559,3379226,432603,785669,1,
779571,3209461,1359847,1484928,0,
2065832,3769963,76977,1239487,89,
1129114,6357467,143863,1111162,80,
1704376,6339970,755468,1385642,1,
3864226,4395411,409270,1474606,0,
995296,3871941,598441,1189627,0,
362278,2090242,16661,1498840,332,
3274671,5020512,1248053,1251226,0,
4005655,4107455,44912,201923,3,
3443634,5919988,132942,493407,63,
4527797,5029483,1426747,1441884,0,
4100191,5210500,351149,827461,3,
873342,2437844,238604,1073043,2,
693372,4563043,351097,456902,1,
1426969,5355040,89031,1144345,167,
572404,1487757,1070947,1175777,0,
3531171,5219803,4372,5022,1345,
2597505,4282890,22034,93029,240,
1252582,5183805,313623,846672,5,
507890,5787337,135741,424055,57,
1412863,4819795,662610,1246247,0,
1599422,3062008,315227,413522,0,
4114174,4754692,437113,830680,1,
1359102,3831237,1108294,1138855,0,
2587881,3152495,624377,1101455,0,
2718862,4595638,1214871,1251006,0,
2532239,3054898,416709,1020245,0,
231127,4410356,192476,1139034,6,
469040,2705073,177610,583721,4,
992994,3394006,774568,1173289,0,
2457936,5843916,526204,1173755,3,
1762932,4761337,290993,802625,3,
76928,4603765,500944,1260036,1,
1987395,4575884,1029999,1476522,0,
53173,5633976,530148,1120769,2,
2587083,4024643,972833,1300101,0,
4024881,4584289,598595,1141786,0,
3297363,4785872,1431196,1471638,0,
1720730,2935631,159109,1113876,2,
1346229,2470775,51760,923241,102,
850880,1288479,342847,1386773,1,
1658405,4832513,93925,744796,125,
1653469,4470227,151332,243962,7,
5012532,5860281,311058,1075440,5,
103678,4590825,173885,181993,1,
1737647,2611637,390612,1160416,1,
1709113,4654410,1090797,1090971,0,
709505,2751537,1158044,1374223,0,
1544142,2483408,32873,1487066,146,
459716,5967331,1186638,1297817,0,
3208200,4603066,1084151,1103830,0,
1233354,1872822,474339,867197,0,
89125,1936626,164638,490194,5,
1527360,2252766,135683,704608,0,
2217235,2489430,76026,270761,51,
2562131,5820887,231997,352645,13,
4849120,5596044,395015,1431375,0,
830859,5893900,1334465,1489689,0,
333339,3739594,394823,810615,1,
1043460,3303469,1012060,1091797,0,
397008,3131494,744848,986295,0,
1733513,1847620,512777,524042,0,
3758555,4693257,1351124,1415827,0,
2001782,4867290,280546,1081586,4,
4021684,5471476,84969,1208553,107,
2732789,4731692,101701,663392,52,
3034088,5033142,595355,1084902,1,
775457,2070029,217323,1216831,2,
559878,4758420,817381,901423,0,
790567,1356669,384815,999096,0,
1228132,2831741,724719,776555,0,
1691794,1704286,596993,1383492,0,
5225872,5692722,687584,1292348,0,
5012751,5421482,293035,298634,0,
1108080,1863340,749974,1449053,0,
1557861,5620469,133536,476060,45,
2462041,5003685,511589,685553,2,
734194,2150884,504849,858722,0,
906582,1140721,66420,609326,3,
814115,3009705,396175,616031,1,
2196570,5204394,150553,619161,23,
3947871,4636941,180560,873142,5,
3165468,6309096,5171,378695,19184,
54655,1651015,74747,1111570,16,
3750422,3780940,565929,871283,0,
3711809,4060503,177700,488272,1,
6221039,6389343,479369,1508907,0,
604024,2161595,543767,730117,0,
962141,3471005,933256,1338669,0,
1372368,1642079,118748,1530181,2,
2343126,6361753,448470,1425497,7,
1367999,5326506,515655,1447207,2,
1612046,3861277,507004,1212378,1,
3100369,5458330,457415,1429685,2,
4774509,5114971,973197,1054576,0,
369063,3716200,11398,130130,1101,
2203698,4401117,355533,418553,0,
1503018,3729372,631619,1277758,0,
2876487,5098792,704412,1350306,0,
1955371,3567091,116977,594620,12,
1294346,2475527,174830,564340,0,
3796591,5741584,317563,728105,5,
3253444,5435814,525377,1181862,1,
2170811,2905216,1199808,1208613,0,
2378659,3080100,869613,1126538,0,
90330,5437198,292998,1506666,7,
1016972,4613270,1039292,1070061,0,
41943,656704,247859,1342224,2,
2341303,5899108,575423,1054064,2,
2336714,2856680,54771,794556,20,
2378153,5916050,637305,918748,2,
3263585,4715211,333811,1084270,2,
4811831,4961487,679691,1281503,0,
3815263,6236015,523553,641510,0,
1423050,1993505,187589,554518,0,
1416297,5190964,105082,319898,84,
1212426,2323973,707718,1083015,0,
2715158,5407575,206573,588455,14,
861103,3284929,45687,1038821,201,
827111,1174874,860619,1563248,0,
5277904,6328156,632137,1258548,1,
1278249,4368023,201797,470202,1,
1738748,4253328,654402,712007,0,
2247553,5961582,299804,619789,10,
5520856,5733024,1020405,1177431,0,
646010,3221810,426664,495687,0,
5553313,5914852,453553,983464,4,
2338834,2819200,114875,1390555,3,
1627024,1822339,994721,1561149,0,
3735941,5160628,126789,1131762,29,
259958,4502214,1060,1156619,33544,
5463902,5577669,692555,1562614,0,
389181,1758191,362657,449395,0,
1640242,5652215,362631,1524553,4,
389880,4214387,386523,1241600,1,
669889,4935937,428292,663910,3,
1716487,3947454,432796,1381609,1,
6177824,6388643,697430,1301047,0,
3415880,4576226,499793,783892,0,
1241961,4458965,603198,850807,0,
1989776,5442882,154881,889474,31,
2924513,3874945,12348,685312,328,
2791006,6025179,870741,1530560,0,
197780,3154855,126778,833455,11,
2068180,3057036,379684,1184438,1,
3246656,5779009,24097,326780,1053,
1535980,4887812,1264605,1312051,0,
3153589,5819601,11387,636564,2683,
5573247,6073824,106855,242114,54,
1021893,3662181,64735,199124,124,
4792440,5856738,510016,1176572,3,
1000450,6359651,53289,82971,426,
2309877,3148891,65212,753839,74,
280097,6381458,43267,976513,1164,
3055004,5396568,888837,1252430,0,
808374,1014521,689819,886749,0,
1054443,3722852,1216090,1305819,0,
4513547,5488707,388500,630226,1,
4476697,5607352,1256989,1554605,0,
2939752,5531654,86720,1230981,134,
1978608,4184291,8471,1351508,1158,
4823082,6083216,1090182,1402517,0,
4814236,4974505,24720,309730,59,
2841223,6379479,192814,1146617,38,
853048,4686279,807923,1076801,0,
743824,5473407,212353,278467,13,
410154,1314337,288612,1169439,1,
1619493,4544212,381296,1341632,2,
3977483,4019816,563676,882479,0,
1925420,2206914,232942,234003,0,
293154,4504410,1090817,1101494,0,
1221308,3062019,1430829,1510049,0,
729952,776565,691475,995745,0,
1056832,6256678,23635,1455801,2359,
168805,3721709,609140,919181,0,
2165155,3609825,199223,340859,0,
2404316,6290986,1149368,1515057,0,
5224006,6372592,892850,1400433,0,
2727874,3588073,642177,1099602,0,
1877698,5701267,1474865,1546170,0,
1193393,6009481,1182718,1485553,0,
636969,3948247,743792,834860,0,
1131789,4498593,848205,925541,0,
637267,2753375,1308027,1466082,0,
342201,5358155,1137557,1207857,0,
4186798,5440536,1112992,1501991,0,
3710094,4883518,139766,567142,15,
2442533,6387225,1010969,1277013,0,
1831716,5327034,261391,478486,4,
2817574,4621333,1024943,1043425,0,
1411613,2738846,269698,760126,1,
2708111,5999512,223317,1539924,25,
2536644,4803242,456081,775194,1,
5076195,6340155,73808,496807,271,
2897206,3546580,450840,930944,0,
1361803,3849578,223385,967863,1,
5904814,6317845,45594,1483295,293,
1340237,6268740,346586,1515682,9,
4948278,6180683,1483799,1530981,0,
1336165,2114370,224640,1209079,0,
2836748,5986411,831471,1387196,1,
2070216,5013953,200614,1522220,8,
1687339,3198268,1156695,1268018,0,
365863,5920414,431372,514971,3,
1441032,2335240,588739,909589,0,
1429956,1684035,226838,994949,0,
1193322,5490404,241080,719167,15,
1078362,3394041,375976,595548,1,
1692037,4586798,970408,1419764,0,
3206915,3803865,1287725,1470006,0,
1468578,4392464,845423,925754,0,
4619636,5864307,553088,974130,2,
1160244,2050462,104993,1328468,7,
4253389,4630543,225804,715610,3,
2776161,5952963,600992,1539939,2,
5050578,5098521,761403,1231874,0,
339614,2249272,272054,1394187,2,
2291133,5533458,716371,1416683,0,
600043,5225146,439977,817496,3,
736164,4722066,11774,787515,1752,
1836405,5591113,512434,1390337,2,
1191681,5578487,1483462,1554199,0,
882151,5580977,274014,743139,9,
1086779,6010125,117506,813445,114,
1049938,2852932,920132,1452574,0,
220001,1589257,801195,1464814,0,
3183354,4472236,790484,1010304,0,
1342252,4813953,425906,620359,2,
4247863,5705612,952493,1257716,0,
214281,4837486,419821,1541150,3,
962971,5557255,1132691,1518472,0,
3032960,3833021,169628,722269,1,
2059813,3343337,893304,1497741,0,
3658413,5113334,591180,906332,1,
1826682,4239406,93354,1103910,76,
754417,4009996,421698,1156309,1,
1472078,5499781,109727,576436,81,
1446598,1600054,375389,667769,0,
1243042,6195879,1127373,1456955,0,
2765691,4903420,524380,824434,1,
4378816,4551478,1106890,1472752,0,
2851400,5713914,307900,743856,5,
3311457,4241749,461991,1280349,0,
1901036,4020313,717607,1517155,0,
684207,3341740,313006,733721,2,
4791704,6036796,151044,644452,38,
3115102,5767441,89237,1330209,159,
3444836,4868940,539723,693247,1,
384345,4629445,385758,1467877,2,
3389302,3478442,485279,994610,0,
458956,2917073,34914,1492342,249,
3941412,3944667,174942,1318444,0,
1752877,3066845,24321,1264564,248,
1561791,5232323,1160418,1283781,0,
2294935,3003754,392021,1268027,1,
4015334,5903421,479718,1231233,5,
2597222,3777276,337759,1060136,0,
3516895,4525405,1233484,1418976,0,
664015,3423798,175334,841337,4,
1280528,4990788,456892,1080761,3,
1658040,2601616,470385,1144185,1,
2251013,2933865,113366,1185563,8,
1478374,3510628,516005,951998,1,
739919,4581929,807567,1012601,0,
4777885,6026920,866879,903412,0,
790201,5459177,1101110,1201459,0,
2886472,2888876,150977,731543,0,
2559044,4933993,60872,725385,164,
2295243,2686435,42940,673489,92,
508257,2831331,44016,230302,190,
4677106,5026104,409919,1315022,1,
285925,2297960,338671,1109928,1,
3120938,4410173,275946,334501,0,
1813878,4586521,1074128,1183678,0,
1712282,5865863,54958,265780,468,
1334023,2975888,336710,1508405,1,
1084586,3099104,909648,1513497,0,
4260498,6010729,727047,1554524,1,
559303,2321437,1029484,1128007,0,
689987,3625609,650639,1542493,0,
337001,4595069,371713,410512,0,
4100939,4331109,691119,834549,0,
1019368,5838893,1081738,1370118,0,
1395687,4713512,151932,680004,16,
3434847,5783884,123760,632315,72,
3731373,6386894,253162,1389599,22,
1697911,5777135,914093,993689,0,
1488358,3228791,8344,179999,870,
1809488,5927081,611986,1414538,2,
5512795,6183383,730288,750634,0,
1186014,1204352,3726,748162,33,
1648412,4902576,804368,1185972,0,
2861001,5682903,767059,1165882,0,
2028063,3450165,856370,1524734,0,
2547248,5743251,339438,1387971,5,
680861,1854414,682332,1018275,0,
496248,3188004,183695,538971,3,
443023,5183163,99577,769843,131,
322216,1841176,425980,1063804,0,
2647822,3202445,457747,1111707,0,
2277993,5822349,469636,1023815,6,
4565381,5795694,285812,1538471,9,
2174301,5664803,484978,947703,4,
968778,1489694,146001,1153971,2,
1668172,3044859,765232,1471109,0,
784155,4178927,1337893,1466146,0,
448132,2205051,835300,1000111,0,
55642,4199603,178249,227125,2,
2453603,5589107,314780,926018,4,
1252258,6099673,984891,1240677,0,
2873596,3167553,306741,1469995,0,
739533,2594735,1060065,1548482,0,
5299372,5359245,12411,592062,83,
647098,4247886,573023,1273534,0,
1320653,1384211,355270,360827,0,
906772,6055318,802971,1347841,1,
1007855,3509474,93574,1040760,74,
3526934,4840562,761736,933918,0,
125173,4299761,1141195,1525306,0,
878125,3551726,181312,1105288,3,
2334046,4195465,201158,1003517,1,
4387528,5540439,844624,1147078,0,
2194844,6309728,261354,899299,20,
1463435,4186934,794923,1134276,0,
2778548,3193658,185866,278498,0,
1801934,5687528,476683,1414643,5,
6176914,6252758,490948,976523,0,
1607715,6313590,59591,613351,620,
3321813,6196384,1072779,1287983,0,
3261154,3636163,21057,198611,52,
1956327,5878578,487593,1112258,6,
3775407,4055652,278286,1122532,0,
833660,2569425,554745,1277661,0,
5465147,6196187,200281,1565879,13,
1109340,4311115,124385,1319599,18,
416278,598931,545858,892321,0,
1301758,6072068,469006,1224321,7,
2540442,4034594,299245,588906,0,
276254,4936791,601361,1100703,1,
4582955,5482376,1054000,1356820,0,
5393520,5879532,626411,681390,0,
342844,6269560,893607,923134,0,
1418563,3107413,421149,1505713,1,
4246604,5472855,647008,969949,1,
5102326,6218267,682317,1375417,1,
2814968,2881984,357017,854389,0,
5468467,5923710,1207477,1227900,0,
3182452,4412492,415981,1221130,0,
193465,4853046,350977,536310,3,
6274575,6339820,442738,588553,0,
838672,1292306,718737,773095,0,
2235745,4472992,129355,1363088,16,
4285114,6103864,4402,35211,13888,
3481318,4009777,320177,1098168,0,
2171397,5202981,1213761,1515577,0,
210766,5488908,486523,677242,2,
4459538,4711358,418688,1248347,0,
2936297,5641506,116,1119006,152700,
1868266,4669634,347980,841909,2,
266578,5474210,325346,635372,4,
3708517,5519047,221028,1087931,19,
1754994,3648511,806606,1321243,0,
1380347,6035029,275893,992347,14,
1614833,3831571,578566,1412386,0,
1668682,3572524,112634,1389084,16,
3674211,4893279,522885,703373,1,
4423764,4535931,958835,1128243,0,
1807844,4976749,414010,1531085,3,
2645120,2664495,35080,1016468,1,
5578642,6069833,363980,1274511,5,
1150936,2992003,448760,510133,0,
628074,1362108,167459,446486,3,
2672534,3766012,900003,971886,0,
1919753,5586357,661485,1330545,0,
2030446,3383180,399006,1321698,1,
2501911,5711102,573077,1519245,1,
1216665,4901852,358216,613095,4,
1037241,1959717,443457,1040566,0,
2370662,6146888,471811,546570,4,
4977336,5735601,109913,554151,46,
3668990,6151284,684863,1113598,1,
1685257,1838284,254331,1088604,0,
1031848,1104155,706480,1172606,0,
4511020,5137889,615893,974088,1,
958599,1088456,1056146,1405569,0,
5170142,5792780,240479,316884,8,
2592548,2633812,103857,364432,3,
62746,3296204,298141,1373113,2,
625140,2629762,518624,897772,1,
2440605,4938786,24728,254021,593,
4937676,6243946,258927,519280,15,
796903,888379,424533,540709,0,
3182061,5333764,106031,1529449,63,
3113071,4298829,1161542,1559072,0,
3983813,4353597,1326413,1482140,0,
477178,1762370,853380,1056159,0,
3151685,5738345,498064,1241674,3,
1553203,5523673,589154,1069973,1,
4262812,5677477,224552,461119,17,
320137,5849809,235742,744457,24,
2070272,3366356,494123,717835,1,
2943521,6066306,517642,1454970,2,
2958329,6012385,932201,1403168,0,
2594856,5796308,279706,898672,10,
914095,4143748,489026,1125519,1,
130835,4317281,455569,1325941,1,
5426585,5750019,1438428,1536556,0,
571054,3799753,22748,1139553,549,
3850500,6019894,996679,1283095,0,
1745376,2271612,274356,870841,0,
832086,3979540,578301,1426408,0,
3702805,3967868,358129,1188932,0,
2162769,4447097,203117,235327,0,
1462255,5243538,1272865,1451682,0,
3951594,5777619,580755,732451,1,
646389,5794681,387402,458587,1,
1643705,5098318,274773,1167134,4,
2802505,4985557,1109068,1442419,0,
864238,3651549,765214,1270547,0,
1851926,4858035,181728,1492744,8,
3719864,4937135,1390866,1556628,0,
3215237,5468203,294710,422847,3,
2737793,5584878,19726,1552998,1200,
1302082,1830267,241624,904681,0,
2882379,4015553,40635,201050,80,
4582782,4933409,667359,1223319,0,
5138695,5411239,450423,1030128,0,
3003143,3856315,1114091,1329527,0,
1410135,5560153,299304,792690,7,
1748637,5297797,599376,1307499,1,
2402886,5434869,97436,150178,78,
1572294,3970713,986938,1127797,0,
1052295,4618476,573159,941928,0,
4987306,6224000,1043160,1253790,0,
5587928,6239504,1176473,1320349,0,
2298046,4945238,1389477,1439908,0,
1284248,4116011,16496,719221,735,
1711216,4976470,422682,725777,3,
316867,3882201,1519575,1549236,0,
415329,428292,1371832,1512899,0,
1932910,2768623,617290,716727,0,
731189,1631058,875614,982924,0,
752647,5766423,494694,658820,3,
2840366,5459282,317053,971725,3,
3577868,4041250,333098,1150787,0,
603914,4235478,319407,352162,0,
709486,3708557,10625,535066,1140,
2674856,5366212,1059072,1332218,0,
1095756,2939651,300332,1367395,2,
2531876,4536801,459478,1198630,2,
2397144,3901602,64086,1365633,55,
1933500,2942416,709865,1249025,0,
3746512,4153686,411414,1131599,0,
2330900,3026878,583611,610419,0,
2506955,3804938,289162,1348047,1,
785221,3014388,869346,915871,0,
3047650,4543163,148407,1104590,9,
1981459,5455938,814426,1013543,0,
1268695,4500232,695152,1195935,0,
509995,4950410,193960,1435253,8,
3169876,5280077,468293,1057767,2,
4190205,4238973,930418,1198034,0,
4638161,6400255,132267,1058077,98,
4175661,5249096,667433,752315,0,
321992,439423,572602,1028664,0,
4380410,5071852,225357,551669,5,
188130,268569,385837,799541,0,
5321704,6351822,1415706,1534575,0,
168079,1453111,406242,960019,0,
4287203,4616089,71381,614584,47,
587468,2053095,57065,1224427,52,
3953175,5857853,1400730,1543215,0,
254830,6174178,801947,952649,1,
1289280,5310752,546793,741532,2,
2772778,5465806,21999,1258519,967,
1785332,1925271,497982,521328,0,
2442222,3632309,215989,1524964,1,
3893586,5151334,936397,1321281,0,
412399,1316744,149470,1354745,3,
953501,4470375,593587,775826,0,
194176,2841887,703791,763157,0,
1348115,3931228,919939,1124118,0,
3865892,5728539,599581,902554,1,
570618,2786536,223464,893718,3,
2354016,3553946,297473,1517875,1,
172133,5381174,756889,1520663,0,
1637857,4887429,36319,627486,459,
5712794,5900076,438874,920305,2,
1303471,1837802,635184,1024874,0,
2132601,4943975,516134,612653,1,
2948104,6193047,933962,1315635,0,
2506110,5486742,775212,978363,0,
5748963,6280467,730963,1178607,1,
2680646,5972109,548097,984347,2,
2528188,3416347,337091,424298,0,
1081722,3592782,920494,1209926,0,
1870024,3909318,626057,681992,0,
2130815,6073958,399487,1034757,9,
1841174,5911568,964468,1187056,0,
4680744,4992880,191184,1522910,4,
2483648,3174030,203703,657853,1,
877532,5593070,483913,898443,2,
2099109,4936126,597040,902424,1,
4185696,5774906,113229,734886,73,
118600,1611346,1213693,1234757,0,
476934,2004407,1310110,1555230,0,
3204058,3616619,601322,1560856,0,
4975384,5402815,607475,1256367,0,
1015219,4321232,1113631,1140624,0,
627942,2858310,835387,1510068,0,
1704075,3182016,256317,1216395,1,
1232703,3401969,1265174,1559090,0,
978633,4176010,163008,636518,6,
625114,734900,550983,939217,0,
5339104,5341491,221138,1363895,0,
3117119,3626440,484839,715542,0,
826045,3276288,633480,787585,0,
202409,4470796,106778,206034,42,
2601773,5667679,278070,940056,9,
715585,1762958,1456593,1472083,0,
1620033,4038413,525613,821000,1,
622298,2727470,426552,691038,1,
4316175,6227667,455524,1416579,6,
1738840,6034596,52510,1510182,550,
5027397,5676141,982804,1369648,0,
3929646,5712405,197894,426422,19,
3791594,3913274,961997,996978,0,
3102551,4812524,33261,1123898,301,
3486759,5172117,128267,875773,26,
5054504,5678858,287310,838908,6,
2625978,3566765,1186806,1439582,0,
3162914,4099016,1032555,1408007,0,
4508251,4843352,1171837,1439429,0,
3073444,5730572,344764,1249630,5,
85819,1061386,431418,1282787,0,
865003,1977898,412660,1346254,0,
205510,5924081,655550,1102342,2,
1384048,1578851,33722,969449,29,
1093841,5190612,246620,947817,9,
1843884,6123966,64,1202382,273959,
2722740,3266761,400506,607976,0,
3517871,5989292,378339,492652,3,
1781001,2821617,672279,1529856,0,
496837,603844,718856,1121158,0,
3924462,5593718,623132,1459651,1,
5823834,6126333,1163161,1313562,0,
447030,1598023,1317366,1419527,0,
1022845,3101707,456717,1013453,1,
4160719,5022639,994389,1167519,0,
1846578,6180375,906328,1344723,0,
3894980,5928209,219273,718259,25,
2841016,6369614,158400,1389841,69,
90438,1668991,576237,937051,0,
5301101,5500340,87026,404101,19,
4117768,5659004,917361,926961,0,
2206271,4325154,707436,1331088,0,
103685,5550883,1196283,1432770,0,
967501,1937248,758844,941920,0,
2448054,3993224,1432922,1451644,0,
666111,1102751,1118722,1347894,0,
330564,379214,865419,1101380,0,
1439170,5970732,598818,1360527,2,
3660757,4108547,1079830,1174216,0,
4815831,5799360,486870,1364763,4,
3728925,5161728,549779,715547,1,
1969092,5488400,543829,1379954,2,
822421,3393681,673142,1260366,0,
1755820,5240261,154408,288373,20,
2737766,4960700,171321,1292677,9,
2198399,4096744,569716,904999,0,
1372146,1665398,1201403,1516995,0,
4773569,4839584,1040640,1055265,0,
1391095,6247496,449489,1476347,7,
152876,3639731,1121009,1314689,0,
507340,5650178,14915,1550189,2320,
2736687,5370916,469688,836627,2,
1285999,3223575,81427,1306756,74,
3140096,4751587,27211,462514,405,
1669000,1727213,1210729,1404006,0,
1358668,3886779,673234,1491220,0,
5669525,6097160,725368,1071010,1,
373035,4617143,168920,1306930,12,
618806,5875593,534265,1496512,3,
383155,1851294,158358,663117,3,
217362,6159261,1061763,1210849,0,
4621552,5568076,387663,1034987,2,
212378,3936572,672637,797639,0,
186877,2560536,354209,1016425,2,
3149284,4745350,771442,1419815,0,
4216192,4381909,1436291,1462276,0,
2489172,5652125,414546,1049752,3,
3194689,4615650,426758,1234568,1,
176329,3263237,405385,1087784,1,
6085534,6325608,426983,455312,0,
2493818,6044900,606503,1201503,2,
2419837,5263099,1044360,1273859,0,
2654167,5262665,962010,1227882,0,
778682,5300168,114860,1078989,64,
4382450,6005321,147917,1350044,52,
1934489,5639440,821256,1480448,0,
264112,679190,272647,305686,1,
1233064,3684772,85708,461881,81,
1264145,2408231,1111818,1511819,0,
400047,1627400,358014,1366963,1,
187027,1206199,1215949,1222267,0,
338835,2269603,634928,1199007,0,
1238097,5539641,103658,1436017,120,
1278897,5467897,1298444,1425800,0,
307877,2297067,674378,1085264,0,
1212493,3676111,87441,1467567,85,
1772934,6070000,506475,1533124,4,
3126065,3948495,273210,1443665,0,
696024,4339840,205474,261919,0,
